batch_id,product_id,thickness,length,chemical_composition,tensile_strength
BATCH-1,PROD-1-1,9.916760535468816,19.95174931685149,1.0441621257753477,48.7009297688223
BATCH-1,PROD-1-2,10.058350597089657,19.947498650745125,0.9209749765807096,47.11300172869477
BATCH-1,PROD-1-3,9.896642306003713,19.990045030214432,,51.427186768870506
BATCH-1,PROD-1-4,9.985747833829716,19.98609619697108,0.9658422116999464,47.70809193479462
BATCH-1,PROD-1-5,9.959738011331487,20.004805590013607,1.1185899540456339,51.504894192259236
BATCH-1,PROD-1-6,10.024130994564326,20.002462228056284,1.0427177964189607,48.280661318181345
BATCH-1,PROD-1-7,9.983689712826363,20.01256216939942,,48.49711121824797
BATCH-1,PROD-1-8,9.972558550305711,19.95602874441428,0.9853237175477109,48.176738211387836
BATCH-1,PROD-1-9,10.017290467173652,20.01484284457078,0.9231856470889493,48.04397573146977
BATCH-1,PROD-1-10,10.079486222798595,20.004523775975887,1.066693800777425,52.08359680253582
BATCH-1,PROD-1-11,10.09585807632399,20.003944557189783,0.9058810724366644,50.78051489802335
BATCH-1,PROD-1-12,9.956445859653105,19.95255754736317,1.0089976855608833,48.78696394821091
BATCH-1,PROD-1-13,9.947280899687193,19.956749666918885,0.9588231974932709,52.28218560981173
BATCH-1,PROD-1-14,9.99673503173748,20.03174683561258,1.0468991246363928,51.82315569253149
BATCH-1,PROD-1-15,10.020775745354802,20.022853267368856,0.9550358960080929,50.375026465402556
BATCH-1,PROD-1-16,10.010385900873024,20.07262730419293,1.0069347488140115,51.75379187534503
BATCH-1,PROD-1-17,10.02615286738622,20.01511812985026,0.9853322572953503,50.51005672996036
BATCH-1,PROD-1-18,10.007503529831213,19.96798791874013,0.9614403881972404,47.84347079157004
BATCH-1,PROD-1-19,9.998168699858747,20.002905758768705,0.9940855750135944,52.289557205175925
BATCH-1,PROD-1-20,9.965560513506054,20.046592684881976,0.9928051145057255,49.81049849655298
BATCH-1,PROD-1-21,9.952014615196205,19.977596296634808,1.0446472987267124,50.89761083616142
BATCH-1,PROD-1-22,10.010962578762388,19.978355501831242,0.9493771323701892,49.383879579916055
BATCH-1,PROD-1-23,9.983475063289923,19.977568095896945,1.0547078754157073,50.01752653740944
BATCH-1,PROD-1-24,9.951371256606285,20.042551102505048,1.0375881733911583,44.74285712372398
BATCH-1,PROD-1-25,9.900879974836634,20.045863571004023,1.0453806795834355,55.0244629851113
BATCH-1,PROD-1-26,10.001955824497491,20.015997833680736,0.9972628431311316,52.91037101703753
BATCH-1,PROD-1-27,9.971707914301499,19.96638984058718,1.0155947930516538,49.09965502557564
BATCH-1,PROD-1-28,9.994580681716004,20.038159482076086,0.9978600913344304,47.83520589553499
BATCH-1,PROD-1-29,10.00689427847798,20.051270223370132,1.0325474534495025,47.63868026940338
BATCH-1,PROD-1-30,9.959805788024509,20.033478123745503,0.9751788968678516,51.00475871716946
BATCH-1,PROD-1-31,10.07560338202843,20.06104465712782,1.017125289237716,51.475641121830165
BATCH-1,PROD-1-32,9.978962734365306,20.09568522877579,0.9712327131520136,52.17019501000035
BATCH-1,PROD-1-33,10.067066090589886,20.017086479088835,,52.5529986293893
BATCH-1,PROD-1-34,9.99597207514639,20.079546300117162,0.9132768114839835,51.03435353989897
BATCH-1,PROD-1-35,9.97458827399069,19.966898024679924,1.018621031315091,51.788244852500725
BATCH-1,PROD-1-36,9.938444747142016,20.02597156586728,1.0405657347527981,51.512004179028196
BATCH-1,PROD-1-37,9.969447454905586,20.085328764417206,0.9090639722178624,51.3734354103494
BATCH-1,PROD-1-38,10.081913440612709,19.916081754575565,1.0403822004175902,48.04703991001241
BATCH-1,PROD-1-39,10.026968774308555,20.005299173359827,0.9665941807612727,50.393597599671665
BATCH-1,PROD-1-40,10.128746592367687,19.931131324483353,0.9924535965680469,48.35519166954403
BATCH-1,PROD-1-41,10.047715741477141,20.063258053541425,0.9183849922831393,53.313111492140166
BATCH-1,PROD-1-42,9.972602291366902,20.032402623376356,1.040582982106761,50.26929176994823
BATCH-1,PROD-1-43,9.982677835817633,20.02611403538091,1.037730676043799,51.48486269366832
BATCH-1,PROD-1-44,9.86733891183572,20.012324394320128,1.0121994632435403,51.818383576920986
BATCH-1,PROD-1-45,9.998952726530293,19.903443971136348,1.030301810548513,50.58914505762349
BATCH-1,PROD-1-46,9.99197097963221,19.984611479688276,1.0545992631043204,50.83006779763774
BATCH-1,PROD-1-47,10.028884376149838,20.005264551977078,0.9486217566775551,51.273126380636
BATCH-1,PROD-1-48,10.052854223343159,20.03566347197935,0.9622036626200497,50.061724121199084
BATCH-1,PROD-1-49,9.980657109572416,19.961023445812344,1.000120426054898,51.73910251355049
BATCH-1,PROD-1-50,9.94986322910156,20.030299175657085,0.9511866904100449,51.24921202720011
BATCH-1,PROD-1-51,10.044971832562263,20.07252361682948,1.0163204973487527,52.578437155966526
BATCH-1,PROD-1-52,10.021369760630638,20.06795316069544,0.9382252611747004,47.87479975899927
BATCH-1,PROD-1-53,9.992148997090188,19.99242005636114,0.9604178978397417,52.94602657036452
BATCH-1,PROD-1-54,9.930862270769154,19.94640378699928,1.0704327364558852,50.800747338501935
BATCH-1,PROD-1-55,9.974201925091347,20.009187935988525,1.0471099124583794,48.379934389937034
BATCH-1,PROD-1-56,10.053922890044129,20.059530966982006,0.9973899495250634,48.76976515788913
BATCH-1,PROD-1-57,10.031711411406397,19.925999590394948,1.0434915666932623,49.70841237903039
BATCH-1,PROD-1-58,9.983122067882913,20.051438212518995,1.0404679211382823,50.025675236616586
BATCH-1,PROD-1-59,10.057386222664032,19.99703334803127,0.9931008626263516,53.13181721477843
BATCH-1,PROD-1-60,9.948775117016641,19.9656704659996,0.9884501245829252,51.869935525746484
BATCH-1,PROD-1-61,10.004140007506964,20.01917693419502,0.9488471184636469,49.6785880427331
BATCH-1,PROD-1-62,10.079230419567251,19.9687340967974,0.940172723840037,51.50986976412085
BATCH-1,PROD-1-63,9.992669599980099,20.08069989792879,0.9824646010919027,48.49495322075649
BATCH-1,PROD-1-64,9.977449905559789,20.07123237428781,0.9458323024072514,52.2735760160027
BATCH-1,PROD-1-65,10.031966330106359,19.96729797373353,1.0447492035463448,46.99352374343676
BATCH-1,PROD-1-66,9.974044716038998,20.01327464501788,,51.884655541586476
BATCH-1,PROD-1-67,9.98040006433643,19.9589057371717,1.0091602397328454,51.43073017292914
BATCH-1,PROD-1-68,9.961215458615257,19.999610698228583,1.0767908799206212,50.669713890614055
BATCH-1,PROD-1-69,10.091504154687744,20.185440818154376,0.9539860135028285,48.90945834819574
BATCH-1,PROD-1-70,9.926884677930287,19.995372679824598,0.9804969326148207,50.24958943382316
